unix_second,mean_cpu_power_mW,n_samples
1788281931,28.8,5
1788281932,33.8,5
1788281933,31.4,5
1788281934,32.6,5
1788281935,74.5,4
1788281936,24.8,5
1788281937,219.8,5
1788281938,5086.4,5
1788281939,12359.4,5
1788281940,16303.0,5
1788281941,13185.2,5
1788281942,13677.0,4
1788281943,8362.6,5
1788281944,44.0,5
1788281945,64.0,5
1788281946,36.4,5
1788281947,29.8,4
1788281948,27.8,5
1788281949,29.6,5
1788281950,40.0,5
1788281951,29.8,5
1788281952,31.2,4
1788281953,24.8,5
1788281954,39.2,5
1788281955,24.0,5
1788281956,31.0,4
1788281957,26.8,5
1788281958,23.0,5
1788281959,29.4,5
1788281960,29.6,5
1788281961,55.2,4
1788281962,46.0,5
1788281963,31.4,5
1788281964,39.4,5
1788281965,35.2,5
1788281966,38.2,4
1788281967,29.8,5
1788281968,32.6,5
1788281969,33.2,5
1788281970,30.0,4
1788281971,64.2,5
1788281972,25.0,5
1788281973,137.6,5
1788281974,28.8,5
1788281975,53.8,4
1788281976,51.6,5
1788281977,30.8,5
1788281978,30.8,5
1788281979,28.6,5
1788281980,30.0,4
1788281981,32.4,5
1788281982,29.8,5
1788281983,35.4,5
1788281984,589.2,5
1788281985,32.5,4
1788281986,1735.2,5
1788281987,7582.8,5
1788281988,14171.0,5
1788281989,16578.2,5
1788281990,10501.4,5
1788281991,33.4,5
1788281992,41.8,4
1788281993,29.4,5
1788281994,25.8,5
1788281995,22.8,5
1788281996,26.2,4
1788281997,74.6,5
1788281998,698.4,5
1788281999,51.8,5
1788282000,27.0,5
1788282001,50.8,4
1788282002,31.2,5
1788282003,66.2,5
1788282004,56.6,5
1788282005,34.5,4
1788282006,51.6,5
1788282007,28.8,5
1788282008,34.4,5
1788282009,119.4,5
1788282010,70.8,4
1788282011,2321.6,5
1788282012,14730.4,5
1788282013,18358.2,5
1788282014,17700.8,5
1788282015,20850.6,5
1788282016,20924.2,5
1788282017,21009.6,5
1788282018,20903.0,5
1788282019,19948.2,4
1788282020,19313.4,5
1788282021,19078.2,5
1788282022,18605.0,5
1788282023,7531.6,5
1788282024,53.8,5
1788282025,32.8,5
1788282026,25.0,4
1788282027,46.8,5
1788282028,31.4,5
1788282029,22.0,5
1788282030,25.2,4
1788282031,27.6,5
1788282032,25.8,5
1788282033,26.8,5
1788282034,35.6,5
1788282035,24.0,4
1788282036,37.8,5
1788282037,25.0,5
1788282038,23.0,5
1788282039,32.0,5
1788282040,31.2,4
1788282041,40.2,5
1788282042,44.4,5
1788282043,30.4,5
1788282044,38.5,4
1788282045,44.2,5
1788282046,144.6,5
1788282047,38.0,5
1788282048,29.6,5
1788282049,32.5,4
1788282050,27.8,5
1788282051,32.6,5
1788282052,24.8,5
1788282053,29.8,5
1788282054,39.8,4
1788282055,30.6,5
1788282056,117.2,5
1788282057,1020.8,5
1788282058,4702.2,5
1788282059,4080.4,5
1788282060,4951.0,4
1788282061,4414.4,5
1788282062,5447.8,5
1788282063,15361.0,5
1788282064,20273.6,5
1788282065,20634.2,5
1788282066,11219.2,5
1788282067,7201.8,5
1788282068,6410.0,5
1788282069,6753.6,5
1788282070,15189.8,4
1788282071,20012.2,5
1788282072,19316.0,5
1788282073,10258.0,5
1788282074,5274.0,5
1788282075,5101.0,5
1788282076,5692.6,5
1788282077,10675.6,5
1788282078,20757.2,5
1788282079,19306.8,4
1788282080,17147.2,5
1788282081,7420.4,5
1788282082,7337.4,5
1788282083,5072.4,5
1788282084,5725.0,5
1788282085,19498.2,5
1788282086,17620.4,5
1788282087,15884.2,5
1788282088,5763.0,4
1788282089,5504.4,5
1788282090,5780.4,5
1788282091,2267.4,5
1788282092,5171.6,5
1788282093,17467.0,5
1788282094,18759.4,5
1788282095,17248.8,5
1788282096,10041.4,5
1788282097,11536.2,5
1788282098,12625.5,4
1788282099,11352.6,5
1788282100,8056.0,5
1788282101,13855.4,5
1788282102,6962.0,5
1788282103,12773.8,5
1788282104,11731.0,5
1788282105,7729.4,5
1788282106,9433.4,5
1788282107,17067.5,4
1788282108,5938.8,5
1788282109,10490.2,5
1788282110,13798.4,5
1788282111,5882.0,5
1788282112,14042.8,5
1788282113,10346.8,5
1788282114,7110.4,5
1788282115,17873.4,5
1788282116,9785.6,5
1788282117,7149.8,4
1788282118,18281.0,5
1788282119,9250.4,5
1788282120,10010.8,5
1788282121,14111.2,5
1788282122,5946.4,5
1788282123,15286.0,5
1788282124,8204.2,5
1788282125,9208.8,5
1788282126,14367.0,5
1788282127,5870.5,4
1788282128,13444.0,5
1788282129,10269.4,5
1788282130,6583.8,5
1788282131,17014.6,5
1788282132,5927.6,5
1788282133,5760.8,5
1788282134,10584.4,5
1788282135,17458.4,5
1788282136,16045.8,4
1788282137,11177.6,5
1788282138,6142.0,5
1788282139,6090.2,5
1788282140,6108.6,5
1788282141,18078.0,5
1788282142,16087.2,5
1788282143,13431.4,5
1788282144,6118.0,5
1788282145,5630.0,5
1788282146,5946.5,4
1788282147,12445.6,5
1788282148,16696.6,5
1788282149,15563.4,5
1788282150,9447.0,5
1788282151,5810.2,5
1788282152,5863.2,5
1788282153,5927.6,5
1788282154,18185.4,5
1788282155,15928.2,4
1788282156,14371.6,5
1788282157,6032.2,5
1788282158,5369.4,5
1788282159,5785.0,5
1788282160,13047.8,5
1788282161,16481.8,5
1788282162,15348.6,5
1788282163,7558.8,5
1788282164,4930.4,5
1788282165,31.5,4
1788282166,176.0,5
1788282167,24.0,5
1788282168,33.6,5
1788282169,55.0,4
1788282170,37.2,5
1788282171,28.6,5
1788282172,28.8,5
1788282173,30.6,5
1788282174,31.0,4
1788282175,30.2,5
1788282176,30.6,5
1788282177,26.8,5
1788282178,39.5,4
1788282179,24.8,5
1788282180,46.0,5
1788282181,29.8,5
1788282182,32.6,5
1788282183,32.2,4
1788282184,31.6,5
1788282185,30.6,5
1788282186,37.2,5
1788282187,24.8,5
1788282188,22.8,4
1788282189,23.8,5
1788282190,72.8,5
1788282191,65.2,5
1788282192,26.2,4
1788282193,39.0,5
1788282194,32.6,5
1788282195,27.6,5
1788282196,34.4,5
1788282197,21.5,4
1788282198,26.0,5
1788282199,24.8,5
1788282200,38.4,5
1788282201,43.2,5
1788282202,22.5,4
1788282203,1942.4,5
1788282204,439.4,5
1788282205,37.0,5
1788282206,31.6,5
1788282207,27.5,4
1788282208,37.4,5
1788282209,26.8,5
1788282210,28.4,5
1788282211,29.8,4
1788282212,25.8,5
1788282213,31.6,5
1788282214,35.4,5
1788282215,31.6,5
1788282216,61.0,4
1788282217,25.8,5
1788282218,28.2,5
1788282219,29.8,5
1788282220,22.8,4
1788282221,26.8,5
1788282222,28.8,5
1788282223,28.8,5
1788282224,34.6,5
1788282225,24.0,4
1788282226,24.8,5
1788282227,24.8,5
1788282228,25.0,5
1788282229,38.4,5
1788282230,22.8,4
1788282231,25.8,5
1788282232,25.8,5
1788282233,26.6,5
1788282234,29.6,5
1788282235,21.5,4
1788282236,27.6,5
1788282237,27.8,5
1788282238,27.6,5
1788282239,32.2,4
1788282240,29.8,5
1788282241,23.8,5
1788282242,32.4,5
1788282243,24.8,5
1788282244,38.0,4
1788282245,52.0,5
1788282246,50.2,5
1788282247,25.8,5
1788282248,27.8,5
1788282249,26.2,4
1788282250,24.8,5
1788282251,28.6,5
1788282252,27.6,5
1788282253,27.2,4
1788282254,34.4,5
1788282255,25.8,5
1788282256,26.6,5
1788282257,26.8,5
1788282258,26.2,4
1788282259,25.8,5
1788282260,25.8,5
1788282261,179.2,5
1788282262,34.5,4
1788282263,49.8,5
1788282264,27.8,5
1788282265,24.8,5
1788282266,31.6,5
1788282267,32.5,4
1788282268,30.8,5
1788282269,28.6,5
1788282270,98.2,5
1788282271,28.8,4
1788282272,28.6,5
1788282273,25.8,5
1788282274,33.4,5
1788282275,24.0,5
1788282276,43.0,4
1788282277,32.6,5
1788282278,36.4,5
1788282279,24.8,5
1788282280,28.6,5
1788282281,35.8,4
1788282282,25.8,5
1788282283,25.0,5
1788282284,37.2,5
1788282285,21.0,5
1788282286,26.5,4
1788282287,130.6,5
1788282288,25.0,5
1788282289,25.6,5
1788282290,43.2,4
1788282291,26.8,5
1788282292,24.6,5
1788282293,26.8,5
1788282294,36.4,5
1788282295,37.0,4
1788282296,26.8,5
1788282297,25.0,5
1788282298,25.0,5
1788282299,27.0,4
1788282300,32.4,5
1788282301,26.8,5
1788282302,62.2,5
1788282303,22.8,5
1788282304,26.2,4
1788282305,27.8,5
1788282306,40.2,5
1788282307,28.8,5
1788282308,23.0,5
1788282309,27.2,4
1788282310,31.6,5
1788282311,25.0,5
1788282312,26.0,5
1788282313,24.0,5
1788282314,28.5,4
1788282315,30.6,5
1788282316,25.8,5
1788282317,22.0,5
1788282318,31.0,4
1788282319,25.8,5
1788282320,24.8,5
1788282321,26.8,5
1788282322,21.0,5
1788282323,23.5,4
1788282324,28.8,5
1788282325,29.8,5
1788282326,29.6,5
1788282327,27.5,4
1788282328,31.4,5
1788282329,24.6,5
1788282330,24.8,5
1788282331,27.0,5
1788282332,31.0,4
1788282333,29.4,5
1788282334,25.8,5
1788282335,31.4,5
1788282336,37.2,4
1788282337,23.8,5
1788282338,23.0,5
1788282339,21.2,5
1788282340,47.0,5
1788282341,35.0,4
1788282342,28.8,5
1788282343,28.8,5
1788282344,25.8,5
1788282345,31.2,5
1788282346,27.5,4
1788282347,26.8,5
1788282348,28.8,5
1788282349,23.8,5
1788282350,32.2,4
1788282351,30.6,5
1788282352,23.8,5
1788282353,27.8,5
1788282354,24.6,5
1788282355,44.0,4
1788282356,24.8,5
1788282357,25.8,5
1788282358,23.8,5
1788282359,85.2,5
1788282360,31.0,4
1788282361,31.6,5
1788282362,30.0,5
1788282363,29.6,5
1788282364,27.2,4
1788282365,29.4,5
1788282366,37.2,5
1788282367,24.8,5
1788282368,24.0,5
1788282369,25.2,4
1788282370,30.6,5
1788282371,24.8,5
1788282372,28.4,5
1788282373,25.6,5
1788282374,35.8,4
1788282375,28.6,5
1788282376,23.0,5
1788282377,26.8,5
1788282378,33.2,4
1788282379,21.0,5
1788282380,27.0,5
1788282381,24.6,5
1788282382,173.2,5
1788282383,28.5,4
1788282384,72.8,5
1788282385,33.4,5
1788282386,28.6,5
1788282387,26.5,4
1788282388,29.0,5
1788282389,26.8,5
1788282390,26.8,5
1788282391,25.6,5
1788282392,34.8,4
1788282393,32.6,5
1788282394,23.0,5
1788282395,30.4,5
1788282396,35.4,5
1788282397,28.8,4
1788282398,25.8,5
1788282399,26.8,5
1788282400,32.6,5
1788282401,30.8,4
1788282402,28.6,5
1788282403,26.8,5
1788282404,33.6,5
1788282405,33.5,4
1788282406,25.8,5
1788282407,139.4,5
1788282408,28.6,5
1788282409,21.8,5
1788282410,28.5,4
1788282411,24.8,5
1788282412,26.6,5
1788282413,25.8,5
1788282414,25.8,5
1788282415,33.2,4
1788282416,63.4,5
1788282417,37.2,5
1788282418,33.6,5
1788282419,27.5,4
1788282420,27.6,5
1788282421,23.8,5
1788282422,31.8,5
1788282423,21.8,5
1788282424,31.2,4
1788282425,32.4,5
1788282426,34.4,5
1788282427,29.8,5
1788282428,27.5,4
1788282429,22.0,5
1788282430,27.8,5
1788282431,25.8,5
1788282432,25.8,5
1788282433,27.5,4
1788282434,23.6,5
1788282435,30.6,5
1788282436,27.6,5
1788282437,29.0,5
1788282438,26.0,4
1788282439,23.0,5
1788282440,34.4,5
1788282441,23.0,5
1788282442,23.8,4
1788282443,24.8,5
1788282444,22.0,5
1788282445,28.4,5
1788282446,25.8,5
1788282447,35.8,4
1788282448,32.8,5
1788282449,30.6,5
1788282450,27.6,5
1788282451,23.0,5
1788282452,34.8,4
1788282453,44.8,5
1788282454,25.8,5
1788282455,32.4,5
1788282456,43.0,4
1788282457,26.8,5
1788282458,24.0,5
1788282459,26.8,5
1788282460,27.5,4
1788282461,296.2,5
1788282462,26.8,5
1788282463,26.8,5
1788282464,28.6,5
1788282465,32.2,4
1788282466,23.8,5
1788282467,24.8,5
1788282468,25.8,5
1788282469,41.0,5
1788282470,27.5,4
1788282471,35.2,5
1788282472,27.6,5
1788282473,53.8,5
1788282474,30.0,4
1788282475,26.8,5
1788282476,25.0,5
1788282477,25.8,5
1788282478,24.6,5
1788282479,33.5,4
1788282480,27.8,5
1788282481,24.0,5
1788282482,40.8,5
1788282483,26.0,4
1788282484,23.0,5
1788282485,32.8,5
1788282486,35.4,5
1788282487,32.6,5
1788282488,26.0,4
1788282489,25.8,5
1788282490,26.8,5
1788282491,54.6,5
1788282492,24.0,5
1788282493,31.0,4
1788282494,34.6,5
1788282495,30.6,5
1788282496,25.8,5
1788282497,22.8,4
1788282498,24.0,5
1788282499,25.8,5
1788282500,26.8,5
1788282501,36.4,5
1788282502,28.8,4
1788282503,173.8,5
1788282504,77.2,5
1788282505,33.4,5
1788282506,25.8,5
1788282507,27.5,4
1788282508,38.2,5
1788282509,23.0,5
1788282510,34.6,5
1788282511,24.8,5
1788282512,37.0,4
1788282513,24.0,5
1788282514,30.6,5
1788282515,28.8,5
1788282516,43.0,4
1788282517,27.8,5
1788282518,23.8,5
1788282519,23.0,5
1788282520,25.6,5
1788282521,24.0,4
1788282522,23.0,5
1788282523,40.2,5
1788282524,26.0,5
1788282525,41.4,5
1788282526,27.5,4
1788282527,76.6,5
1788282528,76.0,5
1788282529,25.0,5
1788282530,31.0,4
1788282531,24.8,5
1788282532,24.8,5
1788282533,59.2,5
1788282534,23.8,5
1788282535,32.2,4
1788282536,25.6,5
1788282537,24.6,5
1788282538,29.8,5
1788282539,24.8,5
1788282540,38.0,4
1788282541,24.8,5
1788282542,33.4,5
1788282543,25.0,5
1788282544,26.2,4
1788282545,33.4,5
1788282546,37.2,5
1788282547,37.2,5
1788282548,22.0,5
1788282549,25.0,4
1788282550,27.4,5
1788282551,24.6,5
1788282552,23.8,5
1788282553,27.5,4
1788282554,30.6,5
1788282555,33.4,5
1788282556,22.0,5
1788282557,23.8,5
1788282558,25.2,4
1788282559,23.8,5
1788282560,24.8,5
1788282561,27.6,5
1788282562,22.5,4
1788282563,27.0,5
1788282564,24.0,5
1788282565,26.8,5
1788282566,21.0,5
1788282567,32.2,4
1788282568,28.6,5
1788282569,30.4,5
1788282570,28.4,5
1788282571,23.8,5
1788282572,37.0,4
1788282573,87.4,5
1788282574,402.4,5
1788282575,37.0,5
1788282576,39.5,4
1788282577,25.8,5
1788282578,23.8,5
1788282579,59.2,5
1788282580,34.4,5
1788282581,54.8,4
1788282582,26.8,5
1788282583,30.4,5
1788282584,1355.0,5
1788282585,3492.8,5
1788282586,1810.4,5
1788282587,20.2,4
1788282588,1295.4,5
1788282589,4376.0,5
1788282590,5055.0,5
1788282591,5788.8,5
1788282592,5751.2,5
1788282593,5596.8,5
1788282594,5748.8,5
1788282595,5625.0,4
1788282596,5564.2,5
1788282597,5865.8,5
1788282598,5594.2,5
1788282599,5791.4,5
1788282600,5579.4,5
1788282601,5761.0,5
1788282602,5573.6,5
1788282603,5764.4,5
1788282604,5580.8,5
1788282605,5790.0,5
1788282606,5567.8,4
1788282607,5687.4,5
1788282608,5676.0,5
1788282609,5725.8,5
1788282610,5686.4,5
1788282611,5713.0,5
1788282612,5668.2,5
1788282613,5684.4,5
1788282614,5697.6,5
1788282615,5684.0,5
1788282616,5695.4,5
1788282617,5607.2,4
1788282618,5818.2,5
1788282619,5543.6,5
1788282620,5649.6,5
1788282621,5601.2,5
1788282622,5604.6,5
1788282623,5619.2,5
1788282624,5779.2,5
1788282625,5650.6,5
1788282626,5640.2,5
1788282627,5635.8,4
1788282628,5637.2,5
1788282629,5632.8,5
1788282630,5619.8,5
1788282631,5644.6,5
1788282632,5632.2,5
1788282633,5619.6,5
1788282634,5630.6,5
1788282635,5616.0,5
1788282636,5631.8,4
1788282637,5655.4,5
1788282638,5641.4,5
1788282639,5651.4,5
1788282640,5674.0,5
1788282641,5743.6,5
1788282642,5732.0,5
1788282643,5747.2,5
1788282644,5741.2,5
1788282645,5698.5,4
1788282646,5727.8,5
1788282647,5759.4,5
1788282648,6001.8,5
1788282649,5726.4,5
1788282650,5740.2,5
1788282651,5744.6,5
1788282652,5717.8,5
1788282653,5727.4,5
1788282654,5742.4,5
1788282655,5729.8,5
1788282656,5777.8,4
1788282657,5712.2,5
1788282658,5784.2,5
1788282659,5740.6,5
1788282660,5728.8,5
1788282661,5729.4,5
1788282662,5743.6,5
1788282663,5740.2,5
1788282664,5780.6,5
1788282665,5743.6,5
1788282666,5688.2,4
1788282667,5734.2,5
1788282668,5722.4,5
1788282669,5744.8,5
1788282670,5729.8,5
1788282671,5720.8,5
1788282672,5724.2,5
1788282673,5750.8,5
1788282674,5747.0,5
1788282675,5762.4,5
1788282676,5738.0,5
1788282677,5783.8,4
1788282678,5763.4,5
1788282679,5733.8,5
1788282680,5751.8,5
1788282681,5762.0,5
1788282682,5737.0,5
1788282683,5751.2,5
1788282684,5730.2,5
1788282685,5757.4,5
1788282686,5729.0,5
1788282687,5684.5,4
1788282688,5732.6,5
1788282689,5765.8,5
1788282690,5743.2,5
1788282691,5780.4,5
1788282692,5734.0,5
1788282693,15080.0,5
1788282694,19688.8,5
1788282695,19629.6,5
1788282696,18871.8,4
1788282697,18017.6,5
1788282698,17445.0,5
1788282699,17075.6,5
1788282700,16563.0,5
1788282701,16083.8,5
1788282702,15824.4,5
1788282703,15567.0,5
1788282704,15428.4,5
1788282705,15046.0,4
1788282706,14872.6,5
1788282707,14693.6,5
1788282708,14637.0,5
1788282709,14438.4,5
1788282710,14402.6,5
1788282711,14199.0,5
1788282712,14105.6,5
1788282713,14008.4,5
1788282714,13965.2,4
1788282715,13877.4,5
1788282716,13951.2,5
1788282717,13986.4,5
1788282718,14044.8,5
1788282719,14013.2,5
1788282720,13974.4,5
1788282721,13970.8,5
1788282722,13948.0,5
1788282723,13873.8,4
1788282724,13899.6,5
1788282725,13835.0,5
1788282726,13815.8,5
1788282727,13793.8,5
1788282728,13775.8,5
1788282729,13715.6,5
1788282730,13718.8,5
1788282731,13709.0,5
1788282732,13601.8,5
1788282733,13573.8,4
1788282734,13575.6,5
1788282735,13573.2,5
1788282736,13541.0,5
1788282737,13494.0,5
1788282738,13457.0,5
1788282739,13470.2,5
1788282740,13473.4,5
1788282741,10859.8,5
1788282742,7318.0,4
1788282743,7305.8,5
1788282744,7424.2,5
1788282745,7446.8,5
1788282746,7353.8,5
1788282747,7340.0,5
1788282748,7257.6,5
1788282749,7308.8,5
1788282750,7344.0,5
1788282751,7280.4,5
1788282752,7293.8,4
1788282753,7216.0,5
1788282754,7033.4,5
1788282755,7003.0,5
1788282756,7067.6,5
1788282757,7048.4,5
1788282758,7053.6,5
1788282759,7002.6,5
1788282760,7010.6,5
1788282761,7000.4,5
1788282762,6990.2,4
1788282763,6987.6,5
1788282764,6977.0,5
1788282765,6990.4,5
1788282766,7004.8,5
1788282767,6982.4,5
1788282768,7201.6,5
1788282769,7010.6,5
1788282770,7010.8,5
1788282771,7009.8,5
1788282772,6980.0,5
1788282773,6959.8,4
1788282774,7123.8,5
1788282775,7227.8,5
1788282776,7230.4,5
1788282777,7237.6,5
1788282778,7239.4,5
1788282779,7270.2,5
1788282780,7230.8,5
1788282781,7229.2,5
1788282782,7231.2,5
1788282783,7297.5,4
1788282784,7251.6,5
1788282785,7214.2,5
1788282786,7263.2,5
1788282787,7211.2,5
1788282788,7352.8,5
1788282789,7372.8,5
1788282790,7221.8,5
1788282791,7249.4,5
1788282792,7324.8,4
1788282793,7924.0,5
1788282794,7332.6,5
1788282795,7232.6,5
1788282796,7214.2,5
1788282797,7217.6,5
1788282798,7265.8,5
1788282799,7229.8,5
1788282800,7197.6,5
1788282801,10628.2,5
1788282802,21721.8,4
1788282803,19478.2,5
1788282804,18705.4,5
1788282805,18304.0,5
1788282806,17713.2,5
1788282807,17055.4,5
1788282808,16331.4,5
1788282809,16163.0,5
1788282810,15862.2,5
1788282811,15730.8,5
1788282812,15578.5,4
1788282813,15352.4,5
1788282814,15904.2,5
1788282815,15792.8,5
1788282816,15618.4,5
1788282817,15427.0,5
1788282818,14937.0,5
1788282819,14734.0,5
1788282820,14837.4,5
1788282821,14755.2,4
1788282822,14713.2,5
1788282823,14248.4,5
1788282824,14302.8,5
1788282825,14067.6,5
1788282826,14106.6,5
1788282827,14130.4,5
1788282828,14320.0,5
1788282829,14535.8,5
1788282830,13985.0,4
1788282831,13718.6,5
1788282832,13420.0,5
1788282833,13339.6,5
1788282834,13108.8,5
1788282835,12744.4,5
1788282836,12569.0,5
1788282837,12350.8,5
1788282838,12203.6,5
1788282839,12016.2,5
1788282840,11879.5,4
1788282841,11750.4,5
1788282842,11591.8,5
1788282843,11471.6,5
1788282844,11406.6,5
1788282845,11127.0,5
1788282846,10894.6,5
1788282847,10763.0,5
1788282848,10620.6,5
1788282849,10496.5,4
1788282850,10325.8,5
1788282851,10236.8,5
1788282852,10103.0,5
1788282853,9970.8,5
1788282854,8107.4,5
1788282855,8409.0,5
1788282856,8449.8,5
1788282857,8273.6,5
1788282858,8332.6,5
1788282859,8275.5,4
1788282860,8432.2,5
1788282861,8406.8,5
1788282862,8488.4,5
1788282863,8472.6,5
1788282864,8435.4,5
1788282865,8523.6,5
1788282866,8613.6,5
1788282867,8467.6,5
1788282868,8439.6,5
1788282869,8484.2,4
1788282870,8417.2,5
1788282871,8447.2,5
1788282872,8437.4,5
1788282873,8452.6,5
1788282874,8475.6,5
1788282875,8409.4,5
1788282876,8394.0,5
1788282877,8360.6,5
1788282878,8125.8,4
1788282879,7755.0,5
1788282880,7451.0,5
1788282881,7390.4,5
1788282882,7363.2,5
1788282883,7349.8,5
1788282884,7307.6,5
1788282885,7309.8,5
1788282886,7277.6,5
1788282887,7248.8,5
1788282888,7331.8,4
1788282889,7089.4,5
1788282890,7160.8,5
1788282891,7103.2,5
1788282892,7095.8,5
1788282893,7063.6,5
1788282894,7042.4,5
1788282895,7010.2,5
1788282896,7017.0,5
1788282897,6949.4,5
1788282898,6977.5,4
1788282899,6946.0,5
1788282900,6933.0,5
1788282901,6911.2,5
1788282902,6900.8,5
1788282903,6906.6,5
1788282904,8904.8,5
1788282905,6592.4,5
1788282906,6320.6,5
1788282907,6258.0,4
1788282908,6238.6,5
1788282909,6227.8,5
1788282910,6221.8,5
1788282911,6222.4,5
1788282912,6228.4,5
1788282913,6229.0,5
1788282914,6231.2,5
1788282915,6250.8,4
1788282916,6221.4,5
1788282917,6239.0,5
1788282918,6224.8,5
1788282919,6208.0,5
1788282920,6202.4,5
1788282921,6179.2,5
1788282922,6160.4,5
1788282923,6142.2,4
1788282924,6123.0,5
1788282925,6095.2,5
1788282926,6077.8,5
1788282927,6031.0,5
1788282928,6014.0,5
1788282929,6016.0,5
1788282930,6030.0,5
1788282931,6086.0,4
1788282932,6092.0,5
1788282933,6103.8,5
1788282934,6125.2,5
1788282935,6110.8,5
1788282936,6111.0,5
1788282937,6111.0,5
1788282938,6100.6,5
1788282939,6065.0,5
1788282940,6064.2,4
1788282941,6038.0,5
1788282942,6025.2,5
1788282943,6003.2,5
1788282944,5983.0,5
1788282945,5963.6,5
1788282946,5945.8,5
1788282947,5945.8,5
1788282948,5925.5,4
1788282949,5904.6,5
1788282950,5902.0,5
1788282951,5894.8,5
1788282952,3595.6,5
1788282953,5752.4,5
1788282954,5686.4,5
1788282955,5936.4,5
1788282956,5695.0,5
1788282957,5848.2,4
1788282958,7215.0,5
1788282959,5190.4,5
1788282960,5820.2,5
1788282961,5601.2,5
1788282962,5753.2,5
1788282963,5721.4,5
1788282964,5685.8,5
1788282965,5690.0,5
1788282966,5654.0,5
1788282967,5741.5,4
1788282968,5566.8,5
1788282969,5582.4,5
1788282970,5577.6,5
1788282971,5492.8,5
1788282972,5638.0,5
1788282973,5398.2,5
1788282974,5651.0,5
1788282975,5460.4,5
1788282976,5557.8,5
1788282977,5633.0,4
1788282978,5412.4,5
1788282979,5563.8,5
1788282980,5548.0,5
1788282981,5461.0,5
1788282982,5516.6,5
1788282983,5433.2,5
1788282984,5431.8,5
1788282985,5423.0,5
1788282986,5253.2,5
1788282987,5171.2,4
1788282988,5145.2,5
1788282989,5129.4,5
1788282990,5113.4,5
1788282991,5123.2,5
1788282992,5048.6,5
1788282993,5074.2,5
1788282994,5066.8,5
1788282995,5069.6,5
1788282996,5063.0,5
1788282997,5070.0,4
1788282998,5063.6,5
1788282999,5060.4,5
1788283000,5055.0,5
1788283001,5057.4,5
1788283002,5042.6,5
1788283003,5086.6,5
1788283004,5135.4,5
1788283005,5213.0,5
1788283006,5320.8,4
1788283007,5308.6,5
1788283008,5398.4,5
1788283009,5439.6,5
1788283010,5430.4,5
1788283011,5450.6,5
1788283012,5447.0,5
1788283013,5463.2,5
1788283014,5512.0,5
1788283015,5483.0,5
1788283016,5520.0,5
1788283017,5435.2,4
1788283018,5498.6,5
1788283019,5590.8,5
1788283020,5556.8,5
1788283021,5582.4,5
1788283022,5612.8,5
1788283023,5613.2,5
1788283024,5633.6,5
1788283025,5649.6,5
1788283026,5692.0,5
1788283027,5685.2,4
1788283028,5665.2,5
1788283029,5671.0,5
1788283030,5679.2,5
1788283031,5726.0,5
1788283032,5753.2,5
1788283033,5787.0,5
1788283034,5803.6,5
1788283035,5857.6,5
1788283036,5783.0,5
1788283037,5878.5,4
1788283038,5817.0,5
1788283039,5802.8,5
1788283040,5806.0,5
1788283041,5780.0,5
1788283042,5787.6,5
1788283043,5793.6,5
1788283044,5808.2,5
1788283045,5788.2,5
1788283046,5832.8,5
1788283047,5810.6,5
1788283048,5704.0,4
1788283049,5815.2,5
1788283050,5779.8,5
1788283051,5816.8,5
1788283052,5818.0,5
1788283053,5805.6,5
1788283054,5821.6,5
1788283055,5795.4,5
1788283056,8352.6,5
1788283057,6038.4,5
1788283058,5463.2,4
1788283059,5210.6,5
1788283060,5147.0,5
1788283061,5118.6,5
1788283062,5119.6,5
1788283063,5103.2,5
1788283064,5094.2,5
1788283065,5079.8,5
1788283066,5085.0,4
1788283067,5056.6,5
1788283068,5041.0,5
1788283069,5019.0,5
1788283070,4993.0,5
1788283071,4965.4,5
1788283072,4932.6,5
1788283073,4898.5,4
1788283074,4874.0,5
1788283075,4836.8,5
1788283076,4805.8,5
1788283077,4777.8,5
1788283078,4753.2,5
1788283079,4720.0,5
1788283080,4684.4,5
1788283081,4662.5,4
1788283082,4638.0,5
1788283083,4608.4,5
1788283084,4656.2,5
1788283085,4737.2,5
1788283086,4777.4,5
1788283087,4818.6,5
1788283088,4857.6,5
1788283089,4875.2,4
1788283090,4892.4,5
1788283091,4895.6,5
1788283092,4887.2,5
1788283093,4878.0,5
1788283094,4859.6,5
1788283095,4846.8,5
1788283096,4828.0,5
1788283097,4821.8,5
1788283098,4830.8,4
1788283099,4813.2,5
1788283100,4807.4,5
1788283101,4804.4,5
1788283102,4805.0,5
1788283103,4803.0,5
1788283104,4791.2,5
1788283105,4816.6,5
1788283106,4812.0,4
1788283107,4814.4,5
1788283108,4813.0,5
1788283109,4826.2,5
1788283110,4846.6,5
1788283111,4851.6,5
1788283112,4867.2,5
1788283113,4873.6,5
1788283114,4887.4,5
1788283115,3404.0,4
1788283116,4649.2,5
1788283117,5154.8,5
1788283118,5180.0,5
1788283119,5164.4,5
1788283120,5077.8,5
1788283121,5048.6,5
1788283122,5046.0,5
1788283123,5019.4,5
1788283124,5158.0,4
1788283125,4854.8,5
1788283126,5004.6,5
1788283127,5001.4,5
1788283128,4992.4,5
1788283129,5014.6,5
1788283130,4991.6,5
1788283131,4991.6,5
1788283132,4990.2,5
1788283133,4995.6,5
1788283134,5003.5,4
1788283135,5010.6,5
1788283136,4995.4,5
1788283137,5052.2,5
1788283138,5110.0,5
